file_path,file_name,directory,file_size_bytes,format,duration_seconds,sample_rate,channels,bit_depth,bitrate_kbps,file_hash,ai_description,ai_tags,ai_category,processed_at
sound/agrunt/ag_fire1.wav,ag_fire1.wav,agrunt,10078,wav,0.451,22050,1,8,,783257df249a9393,"A squishy, biological gurgling sound, likely from a creature.",gurgle|squishy|biological|alien|monster,creature,2026-01-07T14:45:51.236784+00:00
sound/agrunt/ag_fire2.wav,ag_fire2.wav,agrunt,8360,wav,0.373,22050,1,8,,ac945839535706df,The sound of a houndeye's sonic attack.,houndeye|monster|attack|energy,creature,2026-01-07T14:45:54.992194+00:00
sound/agrunt/ag_fire3.wav,ag_fire3.wav,agrunt,8658,wav,0.387,22050,1,8,,f32386069050a15c,Sound of an Alien Grunt firing its weapon. Likely the primary attack.,alien grunt|agrunt|attack|fire|weapon,creature,2026-01-07T18:10:48.446507+00:00
sound/agrunt/ag_idle1.wav,ag_idle1.wav,agrunt,9572,wav,0.857,11025,1,8,,99ba60b58c79a366,"A low, guttural growl likely from a hostile creature.",growl|monster|creature|hostile,creature,2026-01-07T14:46:01.716559+00:00
sound/agrunt/ag_idle2.wav,ag_idle2.wav,agrunt,7948,wav,0.709,11025,1,8,,50947e77549867b9,"A short, guttural, monstrous groan or growl. Likely from a hostile creature.",monster|growl|creature|guttural|hostile,creature,2026-01-07T14:46:05.543133+00:00
sound/agrunt/ag_idle3.wav,ag_idle3.wav,agrunt,4746,wav,0.419,11025,1,8,,038abe7ec35c7c15,The sound of a scientist screaming in terror.,scream|scientist|male|horror|vocalization,creature,2026-01-07T14:46:08.424119+00:00
sound/agrunt/ag_idle4.wav,ag_idle4.wav,agrunt,5020,wav,0.444,11025,1,8,,a9babaf6d9f590e5,"A large, alien creature roars loudly, potentially indicating aggression or distress.",monster|roar|alien|creature|animal,creature,2026-01-07T14:46:11.549775+00:00
sound/agrunt/ag_idle5.wav,ag_idle5.wav,agrunt,8430,wav,0.753,11025,1,8,,8a01c23b10fba2e7,"An Alien Grunt idle vocalization, likely a snort or guttural sound.",alien grunt|idle|vocalization|grunt|guttural,creature,2026-01-07T18:10:52.325051+00:00
sound/agrunt/ag_pain1.wav,ag_pain1.wav,agrunt,9728,wav,0.871,11025,1,8,,4bdcfa8c6092eb9c,"A snarky, slightly pained grunt likely from an enemy being attacked.",grunt|enemy|pain|vocalization,creature,2026-01-07T14:46:17.878554+00:00
sound/agrunt/ag_pain2.wav,ag_pain2.wav,agrunt,6560,wav,0.583,11025,1,8,,37e378177004a095,"A squawking, screeching alien creature vocalization.",creature|alien|squawk|scream|vocalization,creature,2026-01-07T14:46:21.059757+00:00
sound/agrunt/ag_pain3.wav,ag_pain3.wav,agrunt,6756,wav,0.601,11025,1,8,,020836ec9f63165f,"A Houndeye's distinct shriek, likely an attack or alert sound.",Houndeye|creature|alien|shriek|attack,creature,2026-01-07T14:46:24.789825+00:00
sound/agrunt/ag_pain4.wav,ag_pain4.wav,agrunt,7052,wav,0.628,11025,1,8,,a6b2d0eb78d8b4ec,"A gurgling, guttural sound, likely from a Half-Life creature.",gurgle|monster|creature|alien|vocal,creature,2026-01-07T14:46:27.668346+00:00
sound/agrunt/ag_pain5.wav,ag_pain5.wav,agrunt,19138,wav,1.724,11025,1,8,,ecd7c5c32ab0a57c,Audio appears to be the snarling and breathing sounds of a Houndeye creature.,Houndeye|snarl|monster|breathing|alien,creature,2026-01-07T14:46:30.869833+00:00
sound/ambience/_comma.wav,_comma.wav,ambience,2870,wav,0.249,11025,1,8,,0ffbcdb3466691fb,"A low, droning ambient sound, potentially suggesting a low-power humming or electrical buzz.",hum|drone|buzz|electrical|low frequency,ambient,2026-01-07T18:10:56.494500+00:00
sound/ambience/alien_beacon.wav,alien_beacon.wav,ambience,45764,wav,4.129,11025,1,8,,59f426845327c7eb,"A low, rumbling, and possibly otherworldly ambient sound.",ambient|drone|low frequency|rumble|ominous,ambient,2026-01-07T14:46:37.413545+00:00
sound/ambience/alien_blipper.wav,alien_blipper.wav,ambience,332680,wav,7.538,22050,1,16,,18683f7c2cf0b851,"Electronic crackling and static noise, likely from damaged equipment.",electronic|static|crackling|malfunction|broken,mechanical,2026-01-07T14:46:41.208761+00:00
sound/ambience/alien_builder.wav,alien_builder.wav,ambience,36002,wav,3.244,11025,1,8,,681dcd85fb670bce,"Electronic static and hum, possibly related to malfunctioning equipment.",static|hum|electronic|malfunction|interference,mechanical,2026-01-07T14:46:44.389715+00:00
sound/ambience/alien_chatter.wav,alien_chatter.wav,ambience,62318,wav,5.63,11025,1,8,,d08b1921e455db5a,"The sounds of an injured Houndeye from Half-Life, including whimpering and distressed noises.",houndeye|creature|whimper|injured|alien,creature,2026-01-07T14:46:47.677760+00:00
sound/ambience/alien_creeper.wav,alien_creeper.wav,ambience,91138,wav,8.245,11025,1,8,,ffc3f8d7386db776,"An eerie, droning sound, possibly a background ambience or mechanical hum.",ambient|drone|hum|eerie|background,ambient,2026-01-07T14:46:50.923842+00:00
sound/ambience/alien_cycletone.wav,alien_cycletone.wav,ambience,88184,wav,3.988,11025,1,16,,b5d8f91f9cdcda64,"A low, guttural groan or moan, possibly from a creature.",groan|moan|creature|monster|low frequency,creature,2026-01-07T14:46:54.141740+00:00
sound/ambience/alien_frantic.wav,alien_frantic.wav,ambience,26086,wav,2.344,11025,1,8,,7b55df1f6bb8416d,Sound of an alien monster snarling and growling aggressively.,monster|alien|growl|snarl|threatening,creature,2026-01-07T14:46:57.358709+00:00
sound/ambience/alien_hollow.wav,alien_hollow.wav,ambience,21294,wav,1.92,11025,1,8,,17979aeb89cfd9c5,"A guttural, monstrous roar or growl is heard, suggesting a hostile creature.",monster|roar|growl|creature|alien,creature,2026-01-07T14:47:00.825603+00:00
sound/ambience/alien_humongo.wav,alien_humongo.wav,ambience,64602,wav,5.848,11025,1,8,,7d03716614f2ec48,"An alien creature, likely a barnacle from Half-Life, makes a screeching noise. This is likely an idle or threat sound.",creature|alien|barnacle|Half-Life|monster,creature,2026-01-07T14:47:04.112060+00:00
sound/ambience/alien_minddrill.wav,alien_minddrill.wav,ambience,83316,wav,7.535,11025,1,8,,f93963af5f5a3487,"Sound of a helicopter flying overhead, possibly in an outdoor environment.",helicopter|aircraft|flying|engine|outdoor,mechanical,2026-01-07T14:47:07.411241+00:00
sound/ambience/alien_powernode.wav,alien_powernode.wav,ambience,277700,wav,6.291,22050,1,16,,895d89358163e551,"A low, rumbling mechanical sound, likely an engine or large machine running.",rumble|mechanical|low frequency|machine,mechanical,2026-01-07T14:47:10.973472+00:00
sound/ambience/alien_purrmachine.wav,alien_purrmachine.wav,ambience,206640,wav,4.68,22050,1,16,,510a88bc5fb26fc8,"An alien creature emits a high-pitched, echoing shriek, creating an unsettling atmosphere.",alien|shriek|high-pitched|echo|creature,creature,2026-01-07T14:47:14.276783+00:00
sound/ambience/alien_squit.wav,alien_squit.wav,ambience,52518,wav,4.741,11025,1,8,,39eabb7e849c6553,"Low, guttural moans and distorted sounds suggest a creature, possibly an alien.",creature|alien|moan|guttural|distorted,creature,2026-01-07T14:47:17.374217+00:00
sound/ambience/alien_twow.wav,alien_twow.wav,ambience,24502,wav,2.2,11025,1,8,,1a937f27bac78048,"A headcrab moving and screeching, possibly attacking.",headcrab|monster|screech|alien|movement,creature,2026-01-07T14:47:20.525801+00:00
sound/ambience/alien_zonerator.wav,alien_zonerator.wav,ambience,32674,wav,2.942,11025,1,8,,50f491f227081417,"A deep, guttural growl or moan, possibly from an alien creature.",growl|monster|alien|deep|creature,creature,2026-01-07T14:47:25.005312+00:00
sound/ambience/aliencave1.wav,aliencave1.wav,ambience,58476,wav,5.282,11025,1,8,,0759ad526d301c3b,"A low rumbling, possibly mechanical sound with a distinct hum.",rumble|mechanical|hum|low frequency,mechanical,2026-01-07T14:47:28.333257+00:00
sound/ambience/alienclicker1.wav,alienclicker1.wav,ambience,40766,wav,3.676,11025,1,8,,1fd79ef63a16bb3f,"A buzzing sound, possibly from a malfunctioning or damaged electrical device.",buzzing|electrical|hum|malfunction|interference,mechanical,2026-01-07T14:47:31.077964+00:00
sound/ambience/alienfazzle1.wav,alienfazzle1.wav,ambience,37704,wav,1.699,22050,1,8,,547ba76c304ee0d9,"A grinding metal sound, possibly machinery operating or failing.",mechanical|grinding|metal|machine,mechanical,2026-01-07T14:47:34.555652+00:00
sound/ambience/alienflyby1.wav,alienflyby1.wav,ambience,81756,wav,7.404,11025,1,8,,a62507d3968813ce,"A loud, mechanical, grinding sound with a low-frequency rumble, likely related to machinery or equipment. It sounds forceful and potentially dangerous.",mechanical|grinding|low frequency|rumble|machine,mechanical,2026-01-07T14:47:37.823409+00:00
sound/ambience/alienlaser1.wav,alienlaser1.wav,ambience,22710,wav,1.024,22050,1,8,,2a79bd0042dc588f,"A high-pitched, sci-fi laser firing sound, likely originating from an alien weapon.",laser|alien|weapon|sci-fi|beam,weapon,2026-01-07T18:11:00.945781+00:00
sound/ambience/alienvalve1.wav,alienvalve1.wav,ambience,25852,wav,2.323,11025,1,8,,02d097f0a58cc658,"A low growl, possibly from a monster or creature.",growl|monster|creature|low frequency|ambient,creature,2026-01-07T14:47:44.723064+00:00
sound/ambience/alienvalve2.wav,alienvalve2.wav,ambience,25738,wav,2.323,11025,1,8,,4816cf3102cdebb9,"A low, guttural growl, likely from a hostile creature.",growl|monster|creature|low|vocal,creature,2026-01-07T14:47:47.896369+00:00
sound/ambience/alienvoices1.wav,alienvoices1.wav,ambience,59872,wav,5.409,11025,1,8,,4b90e0d79e8d7a19,"Growling and moaning sounds of a hostile creature are audible, likely from the Half-Life series.",growl|moan|monster|creature|alien,creature,2026-01-07T14:47:51.417138+00:00
sound/ambience/alienwind1.wav,alienwind1.wav,ambience,47692,wav,4.304,11025,1,8,,b2fab4abc53a1054,"A low-frequency rumbling sound, possibly an ominous mechanical hum.",rumble|low frequency|mechanical|hum|ominous,mechanical,2026-01-07T14:47:54.674888+00:00
sound/ambience/alienwind2.wav,alienwind2.wav,ambience,39550,wav,3.565,11025,1,8,,bd7b724623b99dfc,"A low, resonant groaning sound, likely emanating from a large creature.",groan|monster|low frequency|creature|resonant,creature,2026-01-07T14:47:57.964462+00:00
sound/ambience/bee1.wav,bee1.wav,ambience,13086,wav,1.176,11025,1,8,,b788bf7b18afa192,"A buzzing insect sound, likely a fly or similar creature.",insect|buzzing|ambient|fly,creature,2026-01-07T14:48:00.820465+00:00
sound/ambience/bee2.wav,bee2.wav,ambience,13482,wav,1.211,11025,1,8,,5afe3eacb3f87e78,"A low, guttural groan, possibly from a monster or alien creature.",groan|monster|alien|low pitch|guttural,creature,2026-01-07T14:48:04.111590+00:00
sound/ambience/biggun1.wav,biggun1.wav,ambience,23146,wav,1.044,22050,1,8,,bddf6b38d5d839c5,"A booming, loud explosion sound, likely from a large weapon.",explosion|big|powerful|loud|gun,explosion,2026-01-07T18:11:04.438287+00:00
sound/ambience/biggun2.wav,biggun2.wav,ambience,42898,wav,1.94,22050,1,8,,98af5c3dd9f6adcd,"A loud, booming gunshot, likely from a large weapon. Given the file name 'biggun2.wav' and directory 'ambience', this likely represents the firing of a heavy weapon as part of the background soundscape.",gunshot|boom|large caliber|weapon|background,ambient,2026-01-07T18:11:09.228832+00:00
sound/ambience/biggun3.wav,biggun3.wav,ambience,56868,wav,2.573,22050,1,8,,2599c70f6e20eadf,"A loud, deep, rumbling explosion sound, likely a cannon or large explosive device used in the environment.",explosion|cannon|big|loud|rumble|environmental,explosion,2026-01-07T18:11:13.188360+00:00
sound/ambience/bigwarning.wav,bigwarning.wav,ambience,14988,wav,1.337,11025,1,8,,75ac0bba41a62f7d,"A low, guttural growl, possibly from a hostile creature.",growl|monster|creature|animalistic,creature,2026-01-07T14:48:16.921311+00:00
sound/ambience/biotone.wav,biotone.wav,ambience,9852,wav,0.872,11025,1,8,,b28aa25355c3f613,"Low, pulsing, and slightly distorted ambient sound, suggesting a biological or organic process. Likely used to create a sense of unease or to indicate the presence of biological hazards within the game environment.",biologic|organic|pulse|ambience|low frequency,ambient,2026-01-07T18:11:17.923541+00:00
sound/ambience/boomer.wav,boomer.wav,ambience,78630,wav,7.109,11025,1,8,,85e86f7986baf12b,"Electrical buzzing or arc sound, possibly from malfunctioning equipment.",electrical|buzzing|arc|static|malfunction,mechanical,2026-01-07T14:48:23.379373+00:00
sound/ambience/breather.wav,breather.wav,ambience,51810,wav,4.677,11025,1,8,,c50b80399b71f2a1,"A whooshing sound, possibly related to a vehicle or machinery moving quickly.",whoosh|wind|machine|fast,mechanical,2026-01-07T14:48:26.661339+00:00
sound/ambience/burning1.wav,burning1.wav,ambience,59736,wav,5.396,11025,1,8,,f4df94f373f323d3,"Sounds of an electrical arc or malfunction, possibly combined with sparking noises.",electricity|spark|arc|electrical malfunction,mechanical,2026-01-07T14:48:29.742370+00:00
sound/ambience/burning2.wav,burning2.wav,ambience,38202,wav,3.443,11025,1,8,,8cd8a537bb6b205a,"Sound of something intensely burning, likely fire.  The ambience directory indicates this is a background sound effect to create atmosphere.",burning|fire|intense|heat,ambient,2026-01-07T18:11:21.912495+00:00
sound/ambience/burning3.wav,burning3.wav,ambience,60412,wav,5.458,11025,1,8,,ec7cb784960db41d,Crackling electricity with buzzing and humming noises. Sounds of static interference are present.,electricity|buzzing|static|humming|interference,mechanical,2026-01-07T14:48:37.818310+00:00
sound/ambience/computalk1.wav,computalk1.wav,ambience,283320,wav,6.419,22050,1,16,,71e5f3aff8b3448a,"A low frequency pulsating sound, possibly related to machinery or an alien presence.",pulsing|low frequency|ambient|mechanical|hum,ambient,2026-01-07T14:48:41.104089+00:00
sound/ambience/computalk2.wav,computalk2.wav,ambience,246448,wav,5.583,22050,1,16,,1a5175faf4501243,"A distinct, low-frequency rumbling noise, potentially from machinery or subterranean activity.",rumble|low frequency|mechanical|vibration|industrial,mechanical,2026-01-07T14:48:44.886555+00:00
sound/ambience/cricket.wav,cricket.wav,ambience,20940,wav,1.877,11025,1,8,,35bf913227f1a3ca,"A distinct insect-like chirping sound effect, possibly from a cricket or similar creature.",chirp|insect|cricket|nature|loop,creature,2026-01-07T14:48:48.469460+00:00
sound/ambience/crickets.wav,crickets.wav,ambience,39696,wav,3.579,11025,1,8,,f44f176b1007eec5,"A gurgling, alien-like creature vocalizes and growls.",creature|alien|growl|gurgle|monster,creature,2026-01-07T14:48:51.804740+00:00
sound/ambience/crtnoise.wav,crtnoise.wav,ambience,17162,wav,1.534,11025,1,8,,b2cd9e38aaefccca,"A short sound of an alien creature or entity, possibly hostile.",alien|creature|growl|monster,creature,2026-01-07T14:48:54.758312+00:00
sound/ambience/deadsignal1.wav,deadsignal1.wav,ambience,21332,wav,1.913,11025,1,8,,0cc7f30fce1a4de6,"A garbled and distorted radio transmission, likely an emergency signal, fitting the ambience category.",dead signal|radio|transmission|garbled|distorted|emergency,ambient,2026-01-07T18:11:25.446139+00:00
sound/ambience/deadsignal2.wav,deadsignal2.wav,ambience,18332,wav,1.641,11025,1,8,,abd901ac5d55cd34,"A gurgling, alien sound, possibly from a creature.",alien|creature|gurgling|monster,creature,2026-01-07T14:49:00.767939+00:00
sound/ambience/des_wind1.wav,des_wind1.wav,ambience,42872,wav,3.877,11025,1,8,,425686a05aa3a744,"A low, guttural monster sound, possibly a snarl or growl.",monster|growl|guttural|snarl|Half-Life,creature,2026-01-07T14:49:04.378151+00:00
sound/ambience/des_wind2.wav,des_wind2.wav,ambience,31716,wav,2.865,11025,1,8,,aa3ca7f67c13d3f5,"A low, guttural moan, possibly from a monster or creature.",moan|monster|guttural|low frequency,creature,2026-01-07T14:49:07.501612+00:00
sound/ambience/des_wind3.wav,des_wind3.wav,ambience,48230,wav,4.363,11025,1,8,,33bd4c1aa2c543d9,"A high-pitched, static-filled buzzing sound, possibly electrical in nature.",buzz|static|electrical|high-pitched,mechanical,2026-01-07T14:49:10.366219+00:00
sound/ambience/disgusting.wav,disgusting.wav,ambience,20794,wav,1.875,11025,1,8,,143f0d194f84861e,"A low, guttural growl, possibly from a hostile creature.",growl|monster|creature|hostile,creature,2026-01-07T14:49:13.325874+00:00
sound/ambience/distantmortar1.wav,distantmortar1.wav,ambience,22794,wav,2.056,11025,1,8,,4ac3cd9b4b9b9bde,"A high-pitched, mechanical whine. Possibly a charging or powering-up sound.",whine|high-pitched|mechanical|electronic|power-up,mechanical,2026-01-07T14:49:16.257085+00:00
sound/ambience/distantmortar2.wav,distantmortar2.wav,ambience,20828,wav,1.878,11025,1,8,,1bb3ec21dcabd289,"A squelching, biological sound effect, possibly related to a monster.",squelch|biological|monster|alien,creature,2026-01-07T14:49:19.220925+00:00
sound/ambience/distantmortar3.wav,distantmortar3.wav,ambience,31858,wav,2.878,11025,1,8,,81ac111ff8b84eb0,"Electrical buzzing and sparking sounds are present, possibly indicating a malfunctioning or damaged electrical device.",electrical|buzzing|spark|malfunction|hazard,mechanical,2026-01-07T14:49:22.456942+00:00
sound/ambience/drips.wav,drips.wav,ambience,80712,wav,7.306,11025,1,8,,96f7890d2fea2f1f,"Sound of someone coughing, likely a human character. ",cough|human|sick|respiratory|male,creature,2026-01-07T14:49:25.743659+00:00
sound/ambience/dronemachine1.wav,dronemachine1.wav,ambience,21666,wav,1.943,11025,1,8,,c0cb3726096782d5,"A low, droning hum with noticeable static and crackling sounds.",hum|static|crackle|low frequency|electrical,ambient,2026-01-07T14:49:29.354810+00:00
sound/ambience/dronemachine2.wav,dronemachine2.wav,ambience,118768,wav,2.687,22050,1,16,,e4b8261cc76c53d1,"A metallic object sliding and screeching, potentially a door opening or closing.",metal|slide|screech|mechanical|door,mechanical,2026-01-07T14:49:32.390872+00:00
sound/ambience/dronemachine3.wav,dronemachine3.wav,ambience,124620,wav,2.82,22050,1,16,,b719154f468ff49b,"A strange, low, guttural growl or moan, possibly emanating from a creature.",growl|moan|monster|creature|unnatural,creature,2026-01-07T14:49:35.974512+00:00
sound/ambience/flameburst1.wav,flameburst1.wav,ambience,22168,wav,1.999,11025,1,8,,f0b4ce0297e6dc1a,"The audio file features the distinct sound of glass shattering, likely from an object being broken.",glass|shatter|break|impact,mechanical,2026-01-07T14:49:39.058544+00:00
sound/ambience/flies.wav,flies.wav,ambience,96774,wav,8.756,11025,1,8,,3d1c77166c7f8948,"Buzzing sound effect, possibly related to a creature or environment.",buzzing|insect|ambient|creature,creature,2026-01-07T14:49:42.864744+00:00
sound/ambience/hammer.wav,hammer.wav,ambience,48552,wav,4.381,11025,1,8,,c590cbe9bcf72093,"Heavy, metallic scraping sounds, potentially indicating movement or machinery. The sound is loud and impactful.",scraping|metal|heavy|mechanical|movement,mechanical,2026-01-07T14:49:46.070148+00:00
sound/ambience/hawk1.wav,hawk1.wav,ambience,2084,wav,0.177,11025,1,8,,e2c1bba2be04f3f0,"A mechanical whirring and clicking sound, possibly indicating a door or device opening.",mechanical|whirring|clicking|door|device,mechanical,2026-01-07T14:49:48.963186+00:00
sound/ambience/industrial1.wav,industrial1.wav,ambience,30164,wav,2.713,11025,1,8,,019cd69bf4b2a1b0,"A low, rumbling ambient sound, possibly mechanical in nature, with a hint of electrical crackling.",ambient|rumbling|mechanical|electrical|low frequency,ambient,2026-01-07T14:49:52.299819+00:00
sound/ambience/industrial2.wav,industrial2.wav,ambience,52740,wav,4.761,11025,1,8,,58d533d948c00043,"A low, rumbling ambient soundscape, possibly mechanical or industrial in nature.",ambient|rumbling|low frequency|mechanical,ambient,2026-01-07T14:49:55.296206+00:00
sound/ambience/industrial3.wav,industrial3.wav,ambience,29758,wav,2.677,11025,1,8,,cb6fec63ea81959d,"A deep, low-frequency rumbling sound with possible guttural creature noises.",rumble|low frequency|monster|ambient|creature,creature,2026-01-07T14:49:58.432224+00:00
sound/ambience/industrial4.wav,industrial4.wav,ambience,32130,wav,2.892,11025,1,8,,90a42bbcb8fe7a15,"A mechanical sound, possibly indicating machinery in operation or malfunction.",mechanical|machine|whirring|industrial,mechanical,2026-01-07T14:50:01.402289+00:00
sound/ambience/jetflyby1.wav,jetflyby1.wav,ambience,168738,wav,7.647,22050,1,8,,26a2a3861a149cd7,"A looping ambient sound of a train or other form of transportation. It includes sounds of movement, rumbling, and general machinery.",ambient|train|loop|mechanical|rumbling,mechanical,2026-01-07T14:50:04.444546+00:00
sound/ambience/labdrone1.wav,labdrone1.wav,ambience,236708,wav,5.362,22050,1,16,,193844e899a9715e,"A low, guttural growl or moan, possibly from an alien creature. Has an unsettling and reverberating quality.",creature|growl|alien|monster|reverb,creature,2026-01-07T14:50:07.591077+00:00
sound/ambience/labdrone2.wav,labdrone2.wav,ambience,136200,wav,3.083,22050,1,16,,03f0f449713cf905,"A deep, low-frequency rumbling sound, possibly mechanical or environmental.",rumble|low frequency|ambient|mechanical|drone,ambient,2026-01-07T14:50:11.387456+00:00
sound/ambience/labgear.wav,labgear.wav,ambience,29302,wav,2.636,11025,1,8,,db5208ab4294aa1c,"A loud, electrical humming or buzzing sound, possibly indicative of a malfunction.",electrical|hum|buzz|interference|malfunction,mechanical,2026-01-07T14:50:14.967042+00:00
sound/ambience/labmoan.wav,labmoan.wav,ambience,32878,wav,2.96,11025,1,8,,a71d3611cb4507e2,"A low, rumbling groan followed by a higher-pitched, echoing moan. Sounds like the auditory expression of an alien entity or creature.",alien|monster|groan|moan|echo,creature,2026-01-07T14:50:18.552981+00:00
sound/ambience/littlemachine.wav,littlemachine.wav,ambience,8230,wav,0.725,11025,1,8,,7bc4d68a0a5ce79c,"Sounds of electrical buzzing and crackling, possibly indicating malfunction or power discharge.",electricity|buzzing|crackling|power|malfunction,mechanical,2026-01-07T14:50:22.064753+00:00
sound/ambience/loader_hydra1.wav,loader_hydra1.wav,ambience,12764,wav,1.146,11025,1,8,,90a01c99494bb8ff,"Mechanical whirring and sparking sounds, possibly indicating malfunction or damage to machinery.",mechanical|whirring|sparking|malfunction|electric,mechanical,2026-01-07T14:50:25.545308+00:00
sound/ambience/loader_step1.wav,loader_step1.wav,ambience,12164,wav,1.092,11025,1,8,,c1bd4566fde0c6fb,"A metallic, rhythmic, and somewhat high-pitched clanking sound, suggestive of a mechanical loader or elevator moving or engaging a lock.",metallic|clank|loader|mechanical|elevator|mechanism,mechanical,2026-01-07T18:11:29.558922+00:00
sound/ambience/mechwhine.wav,mechwhine.wav,ambience,44582,wav,4.021,11025,1,8,,1b0b9f054d82c238,"A low, rumbling ambient sound, potentially mechanical in nature, with a distinct whine.",ambient|rumble|mechanical|whine|low frequency,ambient,2026-01-07T14:50:31.523235+00:00
sound/ambience/mgun_burst1.wav,mgun_burst1.wav,ambience,76126,wav,3.446,22050,1,8,,f2d24f935a6dbd14,"A short burst of rapid gunfire, likely from a machine gun or similar automatic weapon.",machine gun|gunfire|burst|automatic weapon|rapid fire,weapon,2026-01-07T18:11:33.333995+00:00
sound/ambience/mgun_burst2.wav,mgun_burst2.wav,ambience,39342,wav,1.778,22050,1,8,,24e31c943d68b7c0,A short burst of firing from a machine gun.,machine gun|mgun|burst|firing|weapon,weapon,2026-01-07T18:11:38.053683+00:00
sound/ambience/mgun_burst3.wav,mgun_burst3.wav,ambience,17182,wav,0.773,22050,1,8,,000a826179192493,A burst of gunfire from a machine gun.,machine gun|mgun|burst|weapon,weapon,2026-01-07T18:11:41.580076+00:00
sound/ambience/mgun_burst4.wav,mgun_burst4.wav,ambience,59916,wav,2.711,22050,1,8,,80a042233e2ad48d,"A short burst of automatic gunfire, likely from the MP5 submachine gun given the filename convention in Half-Life.",machine gun|gunfire|burst|automatic,weapon,2026-01-07T18:11:46.364858+00:00
sound/ambience/particle_suck1.wav,particle_suck1.wav,ambience,29296,wav,2.646,11025,1,8,,df074520dd09f3b1,Sound of a Houndeye creature vocalizing with high-pitched growls and whimpers.,creature|houndeye|alien|vocalization|growl,creature,2026-01-07T14:50:46.734387+00:00
sound/ambience/particle_suck2.wav,particle_suck2.wav,ambience,48266,wav,4.366,11025,1,8,,5506cd4e73aa07af,"A loud, deep rumbling sound is heard, possibly engine-related.",rumble|engine|low frequency|mechanical|vehicle,mechanical,2026-01-07T14:50:49.975296+00:00
